"","L1EGH020933","L1EGH020934","L1EGH020935","L1EGH020936","L1EGH020937","L1EGH020938","L1EGH020939","L1EGH020941","L1HGH010557","L1HGH010558","L1HGH010559","L1HGH010560","L1HGH010561","L1HGH010562","L1HGH010563","L1HGH010564","L1HGH010565","L1HGH010566","L1EGH020932","L1EHE1100144","L1EHE1100145","L1EHE1100146","L1EHE1100147","L1EHE1100148","L1EHE1100149","L1EHE1100150","L1EHE1100151","L1EHE1100152","L1EHE1100153"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Hnatkovirus.s__Mycobacterium_virus_DS6A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223813786929275,0.00267022696929239,0.00379746835443038,0,0,0,0,0.00139958012596221,0.00638103919781222,0.00288184438040346
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ilzatvirus.s__Microbacterium_virus_Hamlet",0,0,0,0,7.94592532949104e-05,0,0,0,0,0,0,0.000482330621563394,0,0,0,0,0.00311364815775817,0,0,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ilzatvirus.s__Microbacterium_virus_MonChoix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064327485380117,0,0,0.000599385629729527,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Jacevirus.s__Gordonia_virus_Jace",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121612230715775,0.00321174581325992,0,0,0,0.0030886895131637,0.00044762757385855,0,0,0.00175438596491228,0,1.49053510210165e-05,0.000674308833445718,0.00349895031490553,0.0109389243391067,0.00288184438040346
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Junavirus.s__Lactobacillus_virus_LJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000401123144805455,0,0.000374616018580955,0.000699790062981106,0.000911577028258888,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Kamchatkavirus.s__Aeribacillus_virus_AP45",0,0,0,0,0,0,0,0,0.00298775022408127,0,0,0.000305476060323483,0,0.00555941626129256,0,0,0,0,0,0.0062667860340197,0,0,0.000292397660818713,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Karimacvirus.s__Streptomyces_virus_StarPlatinum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000401123144805455,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Kenoshavirus.s__Gordonia_virus_Chikenjars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49232037161909e-05,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Kenoshavirus.s__Gordonia_virus_Kenosha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292397660818713,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Kenoshavirus.s__Gordonia_virus_OhMyWard",0,0,0,0,0,0,0,0,0,0,0,0,0.0354505169867061,0.00382209867963864,0,0,0,0,0,0.000223813786929275,0,0.00253164556962025,0,0.000401123144805455,0,0,0,0.000911577028258888,0.00432276657060519
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Kojivirus.s__Microbacterium_virus_Golden",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000584795321637427,0,0,7.49232037161909e-05,0,0,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Korravirus.s__Arthrobacter_virus_Pumancara",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000588321812031181,0,0,0,0,0.000401123144805455,0,0,0,0.000911577028258888,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Labanvirus.s__Flavobacterium_virus_Laban",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49053510210165e-05,7.49232037161909e-05,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Lacnuvirus.s__Lactobacillus_virus_LcNu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000911577028258888,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Lanavirus.s__Pseudomonas_virus_Lana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000882482718046772,0,0.00267022696929239,0,0.00467836257309942,0,0.000193769563273215,0.000149846407432382,0.00139958012596221,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Larmunavirus.s__Lactobacillus_virus_Lrm1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49232037161909e-05,0.000699790062981106,0,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Latrobevirus.s__Fusobacterium_virus_FNU1",0,0,0,0,0,0,8.76977584452941e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000671441360787825,0.00267022696929239,0.0392405063291139,0.000292397660818713,0.00441235459286001,2.98107020420331e-05,0.000149846407432382,0.00139958012596221,0.00455788514129444,0.00576368876080692
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Lenusvirus.s__Lactobacillus_virus_SAC12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0,0,0,0,0,0,0,0.000911577028258888,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Limdunavirus.s__Leuconostoc_virus_LDG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000441241359023386,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Limdunavirus.s__Leuconostoc_virus_LN04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000584795321637427,0,0,0,0,0.0145852324521422,0.0187319884726225
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Limdunavirus.s__Leuconostoc_virus_LN12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98107020420331e-05,0,0,0,0.00288184438040346
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Limdunavirus.s__Leuconostoc_virus_P793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000802246289610911,0,7.49232037161909e-05,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Luckybarnesvirus.s__Brevibacterium_virus_LuckyBarnes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000588321812031181,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Lughvirus.s__Faecalibacterium_virus_Lugh",0,0,0,0,0,0,0,9.25719202138956e-05,0,0,0,0,0.0295420974889217,0,0,0,0,0,0.00250036770113252,0.00201432408236347,0.00133511348464619,0.00632911392405063,0.00701754385964912,0.00882470918572002,0,0.0008241552408781,0.000699790062981106,0.00273473108477666,0.00864553314121038
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Maenadvirus.s__Lactobacillus_virus_P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000401123144805455,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Manhattanvirus.s__Arthrobacter_virus_DrManhattan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000441241359023386,0,0,0,0.00760233918128655,0.00320898515844364,0,0.000224769611148573,0,0.00182315405651778,0.00288184438040346
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Maxrubnervirus.s__Pseudomonas_virus_PMBT3",0,0,0,0,7.94592532949104e-05,0,0.000105237310134353,0,0,0,0,0,0,0.0166782487838777,0.00550584996558844,0,0,0,0.00294160906015591,0,0.00400534045393859,0,0.00116959064327485,0.00120336943441637,4.47160530630496e-05,0.000974001648310482,0.00909727081875437,0.00911577028258888,0.0115273775216138
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Mementomorivirus.s__Microbacterium_virus_MementoMori",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Minunavirus.s__Microbacterium_virus_Min1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000699790062981106,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Moineauvirus.s__Streptococcus_phage_YMC.2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0,0,0,0,2.98107020420331e-05,0,0.000699790062981106,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Moineauvirus.s__Streptococcus_virus_7201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294160906015591,0,0,0,0,0.00160449257922182,8.94321061260993e-05,0.000149846407432382,0.00629811056682995,0,0.00288184438040346
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Moineauvirus.s__Streptococcus_virus_DT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292397660818713,0,4.47160530630496e-05,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Moineauvirus.s__Streptococcus_virus_phiAbc2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000588321812031181,0,0,0,0,0,0,0,0.000699790062981106,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Moineauvirus.s__Streptococcus_virus_Sfi19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294160906015591,0,0,0,0.000584795321637427,0,0,0.000149846407432382,0.000699790062981106,0.00273473108477666,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Moineauvirus.s__Streptococcus_virus_Sfi21",0,0,0,0,0,0,0,0,0,0.00370289697233718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000149846407432382,0.00139958012596221,0.000911577028258888,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Mudcatvirus.s__Arthrobacter_virus_Circum",0,0,0,0,0,0,0.000131546637667941,0,0,0,0,0,0,0,0,0,0,0,0.000294160906015591,0.00044762757385855,0.00267022696929239,0,0.00175438596491228,0.00280786201363819,4.47160530630496e-05,7.49232037161909e-05,0.00209937018894332,0.00273473108477666,0.00288184438040346
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Muminvirus.s__Flavobacterium_virus_Tooticki",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191204588910134,0,0,0,0,0,0,0.000374616018580955,0.00629811056682995,0,0.00576368876080692
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Murrayvirus.s__Salmonella_virus_Lumpael",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Neferthenavirus.s__Microbacterium_virus_Neferthena",0,0,0,0,0,0,0,0,0,0,0,0.000192932248625358,0,0,0,0,0.00233523611831863,0,0.000147080453007795,0,0,0,0.000292397660818713,0.000401123144805455,1.49053510210165e-05,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Nevevirus.s__Lactococcus_virus_P078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294160906015591,0,0,0,0,0,0,7.49232037161909e-05,0.00209937018894332,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Nevevirus.s__Lactococcus_virus_P092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146198830409357,0.000802246289610911,0,0.000224769611148573,0.000699790062981106,0.00182315405651778,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Nevevirus.s__Lactococcus_virus_P118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0,0,0,0,0,0,0.00139958012596221,0,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Nevevirus.s__Lactococcus_virus_P162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0,0,0,0,1.49053510210165e-05,0.000224769611148573,0.000699790062981106,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Nickievirus.s__Pseudomonas_virus_nickie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000735402265038976,0.000223813786929275,0,0,0.000292397660818713,0.000802246289610911,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Nyceiraevirus.s__Gordonia_virus_Nyceirae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000882482718046772,0,0,0,0.000292397660818713,0,1.49053510210165e-05,7.49232037161909e-05,0.00209937018894332,0.00182315405651778,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Oengusvirus.s__Faecalibacterium_virus_Oengus",0,0.000713653621078473,0,0,0,0,0.000166625741046059,0.000136135176785141,0,0,0,0,0.0206794682422452,0,0,0,0,0,0.000147080453007795,0.00134288272157565,0.00400534045393859,0.00253164556962025,0.0105263157894737,0.00320898515844364,0.00554479057981815,7.49232037161909e-05,0.00699790062981106,0.00364630811303555,0.00288184438040346
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Pamexvirus.s__Pseudomonas_virus_PaMx74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133511348464619,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Pamexvirus.s__Xanthomonas_phage_Xoo.sp2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00382209867963864,0,0,0,0,0.000147080453007795,0,0.00133511348464619,0,0.000584795321637427,0,0,0.000224769611148573,0.000699790062981106,0,0.00864553314121038
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Pepyhexavirus.s__Rhodococcus_virus_Pepy6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00432276657060519
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Phicbkvirus.s__Caulobacter_virus_Rogue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49232037161909e-05,0.000699790062981106,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Phietavirus.s__Staphylococcus_virus_71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000699790062981106,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Pleetrevirus.s__Lactobacillus_virus_iLp84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000441241359023386,0,0,0,0.00087719298245614,0,4.47160530630496e-05,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Poindextervirus.s__Caulobacter_virus_CcrBL10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00455788514129444,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Redivirus.s__Mycobacterium_phage_Raymond7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00116959064327485,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Samwavirus.s__Corynebacterium_virus_Stiles",0,0.000456738317490223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000735402265038976,0,0,0,0,0.00200561572402728,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Sandinevirus.s__Lactococcus_virus_BK5T",0,0,0,0,0.000132432088824851,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00176496543609354,0.000223813786929275,0,0.010126582278481,0.0043859649122807,0.00401123144805455,5.96214040840662e-05,0.000974001648310482,0.00489853044086774,0.0100273473108478,0.00288184438040346
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Sansavirus.s__Caulobacter_virus_Sansa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292397660818713,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Saphexavirus.s__Enterococcus_phage_vB_EfaS_IME198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000911577028258888,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Sextaecvirus.s__Staphylococcus_virus_SEP9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294160906015591,0,0,0,0.00146198830409357,0.000401123144805455,2.98107020420331e-05,0,0.000699790062981106,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Shapirovirus.s__Caulobacter_virus_Karma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00432276657060519
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Shapirovirus.s__Caulobacter_virus_phiCbK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47160530630496e-05,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Skunavirus.s__Lactococcus_virus_05601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000699790062981106,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Skunavirus.s__Lactococcus_virus_10W18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Skunavirus.s__Lactococcus_virus_16W23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98107020420331e-05,7.49232037161909e-05,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Skunavirus.s__Lactococcus_virus_340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292397660818713,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Skunavirus.s__Lactococcus_virus_37201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292397660818713,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Skunavirus.s__Lactococcus_virus_51701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000588321812031181,0,0,0,0.000584795321637427,0,1.49053510210165e-05,7.49232037161909e-05,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Skunavirus.s__Lactococcus_virus_56003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292397660818713,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Skunavirus.s__Lactococcus_virus_56301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000299692814864764,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Skunavirus.s__Lactococcus_virus_57001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000699790062981106,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Skunavirus.s__Lactococcus_virus_62601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0.00667556742323097,0,0.000584795321637427,0,1.49053510210165e-05,0,0,0.000911577028258888,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Skunavirus.s__Lactococcus_virus_63302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0.000223813786929275,0,0,0.00146198830409357,0.000802246289610911,1.49053510210165e-05,7.49232037161909e-05,0.000699790062981106,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Skunavirus.s__Lactococcus_virus_712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000401123144805455,0,0,0.00139958012596221,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Skunavirus.s__Lactococcus_virus_88605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044762757385855,0,0,0.000584795321637427,0.000802246289610911,0,7.49232037161909e-05,0,0.00455788514129444,0.0115273775216138
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Skunavirus.s__Lactococcus_virus_8V08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294160906015591,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Skunavirus.s__Lactococcus_virus_96401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000441241359023386,0,0,0,0,0,0,0.000224769611148573,0.000699790062981106,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Skunavirus.s__Lactococcus_virus_96603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000441241359023386,0,0,0,0.00087719298245614,0.000401123144805455,0,0.000974001648310482,0.00349895031490553,0.000911577028258888,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Skunavirus.s__Lactococcus_virus_ASCC191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000401123144805455,1.49053510210165e-05,0,0.00209937018894332,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Skunavirus.s__Lactococcus_virus_bIL170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0,0,0.00175438596491228,0.000401123144805455,0,0.000224769611148573,0.00139958012596221,0.000911577028258888,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Skunavirus.s__Lactococcus_virus_CaseusJM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0,0,0.00146198830409357,0.000802246289610911,0,0.000149846407432382,0.00279916025192442,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Skunavirus.s__Lactococcus_virus_CHPC129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49232037161909e-05,0,0,0
