"","L1EGH020933","L1EGH020934","L1EGH020935","L1EGH020936","L1EGH020937","L1EGH020938","L1EGH020939","L1EGH020941","L1HGH010557","L1HGH010558","L1HGH010559","L1HGH010560","L1HGH010561","L1HGH010562","L1HGH010563","L1HGH010564","L1HGH010565","L1HGH010566","L1EGH020932","L1EHE1100144","L1EHE1100145","L1EHE1100146","L1EHE1100147","L1EHE1100148","L1EHE1100149","L1EHE1100150","L1EHE1100151","L1EHE1100152","L1EHE1100153"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Lysinibacillus.s__Lysinibacillus_sp._YS11",0,0,3.0989305019982e-05,0,0,0,0,0,0,1.54365671694154e-05,0,0,1.6407847521873e-05,5.56763182740655e-06,0,0,0,2.98383136379742e-05,4.37095674083982e-06,1.41411170351168e-05,1.33884613371665e-05,6.49681114852793e-06,1.38231825522766e-05,2.15322813065567e-05,0,1.32174587325431e-05,4.78518812010057e-07,1.10207445048206e-05,7.09714615403563e-06
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Lysinibacillus.s__Lysinibacillus_sphaericus",0.000182560179076237,6.97842271695916e-05,0.000351076205555322,5.26605968679711e-05,1.40744414421219e-05,3.23879301831099e-05,8.99274544555548e-06,2.16043895725498e-05,7.1588423490663e-05,8.49011194317846e-05,0.000158289670096276,2.72742728148534e-05,0.000101377057903001,1.50561311389022e-05,3.38805766918105e-06,0.000504840562880511,4.33500199267701e-05,9.10068565958214e-05,7.49023041498459e-05,0.000189490968270566,0.000429647895638161,0.000230275861820046,5.52927302091064e-05,0.000130297907393523,1.59969285897108e-05,0.000177855979787027,2.20118653524626e-05,7.24220353173927e-05,5.6777169232285e-05
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Lysinibacillus.s__Lysinibacillus_timonensis",5.56859540645953e-05,0.000146879182899807,0.000152907755032806,5.02669333739724e-05,7.49286810587787e-06,2.12196783958306e-05,2.2405653906723e-05,2.45337983281498e-05,6.6125853023504e-06,2.92359226693473e-05,2.24855930797804e-05,9.09142427161782e-06,3.36946868752749e-05,2.50935518981704e-06,2.33659149598693e-06,0.00035996358015542,1.78779279260037e-05,3.95357655703158e-05,2.36429023709063e-05,1.77774042727183e-05,0.000320105939243162,1.66029618240158e-05,4.68452297604929e-05,6.57010634738526e-05,2.73845726705218e-05,1.41449996962303e-05,3.11037227806537e-05,1.1965379748091e-05,1.00195004527562e-05
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Lysinibacillus.s__Lysinibacillus_varians",4.01836371821439e-05,0.000101685588161405,0.000543536099889947,9.09592127719501e-05,0,0,3.18556575952728e-05,3.58852572560997e-05,0,0,0,0,0,0,0,0,0,0,3.33782151118677e-05,3.27265851384133e-05,8.51992994183322e-05,4.90870175666555e-05,3.68618201394042e-05,5.76954717060303e-05,8.35093899259478e-05,1.83189340328229e-05,3.94778019908297e-05,7.55708194616272e-06,1.25243755659452e-05
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Mesobacillus.s__Mesobacillus_foraminis",2.22335860550948e-05,5.71566051103322e-05,4.77072195702354e-05,3.11176254219829e-05,4.86023877138024e-06,9.0941478839274e-06,2.14911374207343e-05,3.68006974922247e-05,3.6800474726124e-05,6.5488466779338e-06,4.96464084830796e-05,5.60637830083099e-06,4.5414577962327e-05,1.56834699363565e-06,1.40195489759216e-06,4.4577533146182e-05,1.09166108574713e-05,2.18814300011811e-05,3.3576894963724e-05,2.62620744937884e-05,6.69423066858324e-05,3.53715273642076e-05,4.86371237950473e-05,4.80335506069343e-05,4.93464576835146e-05,1.64638521054484e-05,1.05274138642212e-05,3.05432061990743e-05,2.17089176476384e-05
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Mesobacillus.s__Mesobacillus_jeotgali",3.03927002037535e-05,3.98767012397666e-05,5.7493315892335e-05,3.59049524099803e-05,1.13405571332206e-05,1.72310170432309e-05,2.01193626917512e-05,1.84918927697249e-05,1.38001780222965e-05,2.17515264659944e-05,1.40256669705561e-05,3.48504597078683e-06,2.05098094023412e-05,1.88201639236278e-06,0,0.000244061993975346,2.4522821491421e-05,2.312469306943e-05,1.37089097780885e-05,2.10096595950307e-05,0.000270203492440996,1.15498864862719e-05,3.6605835277325e-05,7.45348199073118e-05,9.48970340067588e-06,2.15653274057282e-05,2.22511247584676e-05,5.66781145962204e-05,4.34178352952768e-05
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Mesobacillus.s__Mesobacillus_sp._S13",7.75115844122572e-06,6.18088869216383e-05,3.05815510065612e-05,2.23408592773211e-05,4.65772882257273e-06,3.51002199028777e-06,2.40822674643689e-05,2.06889493364248e-05,1.61002076926792e-05,3.2744233389669e-05,2.84965932100188e-05,2.42437980576475e-06,4.98095371199715e-05,4.78345833058873e-06,2.45342107078628e-06,0.00017385237927011,1.31315753792771e-05,5.02278279572566e-05,1.60930680003648e-05,2.94943298161008e-05,0.000178918528778498,2.88747162156797e-05,4.76131843467305e-05,7.12221612447646e-05,1.43701222924521e-05,1.6927622587292e-05,1.96192712924123e-05,5.95120203260314e-05,5.30198565625014e-05
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Metabacillus.s__Metabacillus_litoralis",7.50638501676596e-05,7.04488388569211e-05,0.00010520053546257,3.35112889159816e-05,1.47832262629482e-05,2.91970011010301e-05,1.38701667041618e-05,1.81257166752749e-05,1.26501631871051e-05,1.33315807372224e-05,1.02409631848505e-05,0,2.3146784896928e-05,1.88201639236278e-06,0,8.13539979917821e-05,7.59416407476265e-06,2.33733456830798e-05,1.8477226222641e-05,3.1110457477257e-05,9.00678308136655e-05,3.03184520264637e-05,4.40293962776217e-05,5.16222641580271e-05,1.84371380355989e-05,5.31017201710942e-05,1.45948237663067e-05,3.27473551000384e-05,2.6301188688485e-05
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Metabacillus.s__Metabacillus_sediminilitoris",2.73330323980065e-05,0.000106337869972711,0.000148014706871756,5.26605968679711e-05,4.55647384816898e-06,3.82911489849575e-06,1.66137161621279e-05,2.65477668476248e-05,2.47253189566145e-05,1.09927069236746e-05,1.17993706260234e-05,2.42437980576475e-06,2.72487467773962e-05,1.3330949445903e-06,1.16829574799347e-06,7.80106830058185e-05,6.80310531697487e-06,1.81516407964343e-05,1.98679851856355e-05,2.66661064090775e-05,0.000101022026453165,9.6730299322527e-05,4.81251540708889e-05,2.45688850805583e-05,0.000295807611718211,1.13623768051686e-05,1.43555643603017e-05,1.25951365769379e-05,1.33593339370082e-05
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Metabacillus.s__Metabacillus_sp._B2.18",1.81540289807655e-05,5.11750999243672e-05,9.9491979274679e-05,3.11176254219829e-05,7.89788800349289e-06,7.17959043467953e-06,8.07822895956679e-06,1.31823394001999e-05,1.12126446431159e-05,9.68293758808783e-05,1.35804077016496e-05,2.51529404848093e-05,2.46117712828095e-05,1.88201639236278e-06,0,8.02395596631276e-05,7.59416407476265e-06,1.54164620462867e-05,1.43049493336576e-05,3.55548085454366e-05,8.64164322671655e-05,3.32059236480316e-05,2.50865164837612e-05,3.89237392849295e-05,2.52154976075102e-05,3.91886057157857e-05,2.58400158485431e-05,1.07058660903972e-05,1.46117714936028e-05
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Metabacillus.s__Metabacillus_sp._cB07",6.87405367024491e-05,9.23810245387927e-05,6.89104282681178e-05,3.75007280726461e-05,3.12877870907603e-05,5.24907834002125e-05,4.95363096577209e-05,4.97999488451996e-05,1.81127336542641e-05,0.000189682666278725,3.38397044368973e-05,5.31848319889642e-05,4.65865670710322e-05,2.90144193822595e-06,2.27817670858726e-06,6.6866299719273e-05,1.34479988823922e-05,4.47574704569613e-05,4.17227688898346e-05,2.18177234256088e-05,7.3027970929999e-05,1.87685655401918e-05,0.000106489702624946,0.000150449914257352,6.88681332506193e-05,8.20873752863203e-05,3.3735576246709e-05,0.00012878527149919,0.000116894171948822
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Metabacillus.s__Metabacillus_sp._KUDC1714",5.07904855754001e-05,5.84858284849911e-05,7.9512032617059e-05,2.95218497593171e-05,1.18468320052393e-05,2.47297003861184e-05,7.16371247357809e-06,1.94073330058498e-05,1.43751854398922e-05,1.8009328364318e-05,1.51388151428225e-05,2.42437980576475e-06,2.25607903425753e-05,2.74460723886238e-06,1.34354011019249e-06,5.79507930900366e-05,0,3.87898077293665e-05,1.88745859263538e-05,2.70701383243665e-05,4.50339154068327e-05,9.6008431417135e-05,2.63664407941572e-05,5.93518010373039e-05,4.33815012602326e-05,8.34786867318512e-06,1.19629703002514e-05,1.00761092615503e-05,1.41942923080713e-05
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Neobacillus.s__Neobacillus_cucumis",4.14075043044427e-05,3.45598077411311e-05,5.42312837849685e-05,3.11176254219829e-05,1.25556168260656e-05,2.74419901058862e-05,2.30153315640488e-05,2.72801190365248e-05,1.32251706047008e-05,1.0524932160965e-05,1.87008892940748e-05,3.33352223292653e-06,2.3146784896928e-05,1.72518169299921e-06,8.762218109951e-07,0.000153792489354328,1.31315753792771e-05,2.61085244332275e-05,1.74838269633593e-05,2.66661064090775e-05,0.000108324823546165,7.94054695931192e-06,4.45413660017801e-05,9.27544425513214e-05,1.62680629725872e-05,1.29855734916213e-05,1.00488950522112e-05,5.69929930106438e-05,5.63596900467535e-05
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Neobacillus.s__Neobacillus_mesonae",4.16114821581591e-05,0.000110990151784017,0.000204284760723829,6.54268021692974e-05,1.06317723123943e-05,1.83478422219588e-05,3.91717894831823e-05,4.72367161840496e-05,8.33760755513746e-06,1.21621438304485e-05,1.5584074411729e-05,3.18199849506624e-06,2.72487467773962e-05,2.43093784013525e-06,1.63561404719085e-06,8.9155066292364e-05,1.36062106339497e-05,2.85950505697253e-05,5.04646823715142e-05,5.45443085640221e-05,0.000107107690697332,1.08280185808799e-05,9.36904595209858e-05,9.60671012138686e-05,9.6794974686894e-05,3.22320484881314e-05,2.72755722845732e-05,4.81763974067873e-05,2.92235429872055e-05
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Neobacillus.s__Neobacillus_thermocopriae",1.10148041006892e-05,5.51627700483439e-05,4.77072195702354e-05,1.91493079519895e-05,2.32886441128637e-05,5.26503298543165e-05,5.54806668166474e-05,1.68441003446999e-05,0,0.000117177578058744,1.84782596596216e-05,2.95471288827579e-05,2.87137331632777e-05,2.29762834567622e-05,7.18501885015982e-06,0,1.45554811432951e-05,5.61954906848515e-05,3.37755748155804e-05,2.38378830020541e-05,5.23367124998326e-05,4.47558101343035e-05,5.65726545195023e-05,3.58871355109279e-05,3.79588136027035e-05,6.09858183624357e-05,2.77540910965833e-05,4.09341938750481e-05,6.47092737573836e-05
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Niallia.s__Niallia_circulans",7.11882709470467e-05,9.70333063500988e-05,0.000188790108213838,7.34056804826264e-05,1.78208754950609e-05,2.91970011010301e-05,2.22532344923915e-05,3.77161377283497e-05,1.38001780222965e-05,5.94073948641138e-05,1.87008892940748e-05,1.28795177181252e-05,5.47904908319687e-05,3.60719808536199e-06,9.93051385794447e-07,0.000174966817598764,1.37644223855073e-05,3.95357655703158e-05,3.59610531860003e-05,4.24233511053505e-05,0.000177701395929664,0.000135711166213695,9.11306109001938e-05,0.00010600507720151,0.000261644679475778,2.52754912604772e-05,2.82326099085933e-05,9.60379163991512e-05,7.89035660654549e-05
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Oceanobacillus.s__Oceanobacillus_iheyensis",5.54819762108788e-05,6.18088869216383e-05,0.000119471925932299,3.67028402413132e-05,1.54920110837745e-05,2.76015365599902e-05,2.66733975080035e-05,2.28860059031248e-05,1.78252299454663e-05,2.08159769405753e-05,2.2930852348687e-05,4.8487596115295e-06,3.63316623698616e-05,3.21511133695308e-06,1.46036968499183e-06,3.23187115309819e-05,7.27774057164754e-06,3.58059763655691e-05,2.48349814820444e-05,4.6059638342952e-05,5.11195796509993e-05,6.92993189176313e-05,6.22043214852447e-05,7.61911492385854e-05,0.000131771310077957,2.45798355377117e-05,1.60303802023369e-05,6.23459260558424e-05,5.09324606348439e-05
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Oceanobacillus.s__Oceanobacillus_kimchii",1.7950051127049e-05,4.31997596764139e-05,0.000110501337637041,4.5479606385975e-05,4.86023877138024e-06,1.75501099514388e-06,1.70709744051223e-05,1.35485154946499e-05,1.66752151102749e-05,1.0524932160965e-05,1.3135148432743e-05,3.48504597078683e-06,2.49047685599858e-05,3.9992848337709e-06,0,8.9155066292364e-05,6.17025831074465e-06,2.53625665922781e-05,1.27155105188067e-05,5.65644681404674e-05,9.00678308136655e-05,3.82589989857756e-05,1.51031068626726e-05,1.2422469984552e-05,1.54546598239579e-05,7.42032770949788e-06,1.77051960443721e-05,4.7231762163517e-06,7.93210452509864e-06
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Oceanobacillus.s__Oceanobacillus_zhaokaii",4.36512606953238e-05,6.31381102962972e-05,9.41911771002084e-05,4.38838307233093e-05,2.00484849319435e-05,1.70714705891269e-05,2.36250092213746e-05,2.10551254308748e-05,1.75377262366685e-05,0.000126533073312935,3.29491858990842e-05,2.87895101934564e-05,3.34016895980986e-05,4.31295423249803e-06,9.34636598394773e-07,4.12342181602183e-05,5.22098780139932e-06,3.28221450017716e-05,1.94706254819228e-05,7.79781596507871e-05,3.28625869184996e-05,3.10403199318557e-05,4.40293962776217e-05,5.90757461487583e-05,3.36206634766803e-05,3.96523761976293e-05,2.46437188185179e-05,2.23563674240647e-05,2.08739592765754e-05
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Parageobacillus.s__Parageobacillus_caldoxylosilyticus",0,0,0,0,0,0,4.87742125860636e-06,7.50660993622494e-06,0,0,1.26898891638365e-05,0,0,0,0,0,0,0,0,1.21209574586716e-06,6.32909081393325e-05,0,3.43019715186123e-05,5.18983190465727e-05,1.89794068013518e-06,9.27540963687235e-07,0,4.7231762163517e-05,6.34568362007891e-05
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Parageobacillus.s__Parageobacillus_genomosp._1",4.48751278176226e-06,3.32305843664722e-05,8.97058829525794e-06,0,3.24015918092016e-06,6.38185816415958e-06,1.06693590032014e-05,1.20838111168499e-05,1.00626298079245e-05,5.19229986607609e-05,1.20220002604767e-05,1.54554212617503e-05,2.3146784896928e-05,1.17626024522674e-06,1.22671053539314e-06,1.44876982725091e-05,3.79708203738132e-06,1.29299359097888e-05,1.31128702225194e-05,1.09088617128044e-05,3.65139854649995e-05,9.3842827700959e-06,4.37734114155425e-05,4.96898799382079e-05,7.40196865252719e-05,1.73913930691357e-05,7.6563009921609e-06,4.94359110644811e-05,2.7971105430611e-05
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Parageobacillus.s__Parageobacillus_thermoglucosidasius",1.85619846881984e-05,5.71566051103322e-05,6.32018720802264e-05,3.11176254219829e-05,6.88533825945534e-06,1.30828092365271e-05,2.43871062930318e-05,4.43073074284496e-05,8.33760755513746e-06,1.66060040761893e-05,2.13724449075141e-05,4.24266466008831e-06,3.48666759839801e-05,1.3330949445903e-06,1.51878447239151e-06,4.56919714748365e-05,2.51556684976513e-05,2.93410084106747e-05,2.30468628153372e-05,1.97975638491636e-05,3.28625869184996e-05,1.01061506754879e-05,6.14363668990071e-05,7.2326380798947e-05,0.000219347715747051,8.34786867318512e-06,1.24414891122615e-05,8.40725366510602e-05,6.84665864271672e-05
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Parageobacillus.s__Parageobacillus_toebii",1.46864054675856e-05,0,4.97459896373395e-05,0,0,0,0,7.68969798344994e-06,0,1.37993554999319e-05,1.46935558739159e-05,0,2.95927249948066e-05,0,0,0.00032095823865251,2.80034800256873e-05,1.64110725008858e-05,9.73531274096141e-06,4.16152872747724e-05,0.000407739504359161,1.08280185808799e-05,8.19151558653428e-06,5.02419897152991e-05,3.5247469773939e-06,2.13334421648064e-05,2.60792752545481e-05,1.79480696221365e-05,7.09714615403563e-06
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Paraliobacillus.s__Paraliobacillus_zengyii",3.81438586449792e-05,3.12367493044839e-05,4.56684495031313e-05,1.91493079519895e-05,8.60667282431918e-06,1.89860280383748e-05,6.8588736449152e-06,4.76028922784996e-06,6.90008901114824e-06,1.07588195423198e-05,1.3135148432743e-05,2.87895101934564e-06,1.61148502446967e-05,1.48992964395387e-06,8.17807023595427e-07,1.56021366011637e-05,3.00602327959355e-06,1.36758937507382e-05,1.19207911113813e-05,2.74741702396556e-05,1.46055941859998e-05,1.94904334455838e-05,1.22872733798014e-05,1.68393482012816e-05,8.94743463492298e-06,1.13623768051686e-05,4.06740990208548e-06,2.51902731538757e-06,2.92235429872055e-06
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Peribacillus.s__Peribacillus_asahii",1.40744719064362e-05,6.71257804202738e-05,6.68716582010138e-05,2.71281862653184e-05,3.13890420651641e-06,2.55274326566383e-06,1.95096850344254e-05,1.94073330058498e-05,0,2.19854138473492e-05,1.24672595293832e-05,6.36399699013247e-06,3.13507086578644e-05,1.96043374204456e-06,1.57719925979118e-06,2.56320815590546e-05,5.69562305607199e-06,1.49191568189871e-05,1.27155105188067e-05,1.45451489504059e-05,2.79940555231663e-05,9.1677223984783e-05,3.99336384843546e-05,3.25744768483807e-05,0.000243478675823056,7.42032770949788e-06,9.09185742819107e-06,6.29756828846893e-06,1.79516049778548e-05
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Peribacillus.s__Peribacillus_butanolivorans",1.59102725898844e-05,3.25659726791428e-05,5.50467918118101e-05,2.39366349399869e-05,5.97404348982155e-06,4.6268471690157e-06,6.09677657325795e-06,1.59286601085749e-05,0,7.71828358470769e-06,5.34311122687852e-06,4.09114092222802e-06,1.34778747501099e-05,1.803599042681e-06,8.762218109951e-07,7.46673680198548e-05,1.02837638512411e-05,7.45957840949356e-06,1.05300321483868e-05,1.77774042727183e-05,3.77311183138328e-05,3.60933952695996e-06,2.12467435525733e-05,3.20223670712895e-05,6.77835957191135e-06,1.20580325279341e-05,1.14844514882414e-05,1.35397718202082e-05,1.04369796382877e-05
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Peribacillus.s__Peribacillus_muralis",3.08006559111864e-05,8.44056842908394e-05,0.000234050803703548,5.98415873499672e-05,7.08784820826285e-06,6.38185816415958e-06,2.43871062930318e-05,3.09418799810248e-05,1.03501335167224e-05,5.16891112794061e-05,1.20220002604767e-05,1.07581853880811e-05,2.37327794512806e-05,1.09784289554495e-06,6.42562661396407e-07,3.23187115309819e-05,7.43595232320509e-06,2.01408617056326e-05,3.07953770377351e-05,2.10096595950307e-05,2.3125524127833e-05,2.30997729725438e-05,3.07181834495035e-05,2.87097084087423e-05,3.85010823684564e-05,2.27247536103373e-05,2.99074257506285e-05,1.82629480365599e-05,2.12914384621069e-05
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Peribacillus.s__Peribacillus_psychrosaccharolyticus",8.56706985609159e-06,4.38643713637433e-05,4.81149735836562e-05,0,3.34141415532392e-06,0,1.29556502181731e-05,1.86749808169499e-05,6.6125853023504e-06,9.58938263554592e-06,1.15767409915701e-05,2.57590354362505e-06,2.3146784896928e-05,1.48992964395387e-06,9.93051385794447e-07,3.00898348736728e-05,6.32847006230221e-06,1.66597251145356e-05,1.88745859263538e-05,1.5757244696273e-05,4.25996497091661e-05,3.89808668911676e-05,2.81583348287116e-05,1.87717324211008e-05,3.44340666253096e-05,1.25218030097777e-05,5.74222574412068e-06,3.2432476685615e-05,2.75536262450795e-05
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Peribacillus.s__Peribacillus_simplex",8.32229643163183e-05,9.17164128514633e-05,0.000178188503864896,4.14901672293106e-05,1.84284053414834e-05,5.10548653132766e-05,3.15508187666099e-05,3.86315779644747e-05,1.69627188190728e-05,1.63721166948345e-05,3.606600078143e-05,9.24294800947811e-06,6.8561362859255e-05,3.84245013440734e-06,2.68708022038497e-06,0.000140419229410473,1.69286574166584e-05,3.95357655703158e-05,4.68884450380998e-05,4.48475425970848e-05,0.000120496152034498,6.35243756744953e-05,7.11637916580165e-05,6.4044734142579e-05,2.71134382876454e-05,6.86380313128554e-05,1.6508899014347e-05,1.85778264509833e-05,2.29613552042329e-05
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Pontibacillus.s__Pontibacillus_sp._ALD_SL1",6.32331346521045e-06,3.78828661777783e-05,3.46590911407693e-05,2.71281862653184e-05,4.55647384816898e-06,3.51002199028777e-06,2.11862985920714e-05,1.79426286280499e-05,4.02505192316981e-06,3.97608548303124e-06,8.45992610922433e-06,3.33352223292653e-06,8.7899183152891e-06,2.35252049045347e-06,8.17807023595427e-07,3.34331498596365e-05,3.48065853426621e-06,9.94610454599141e-06,2.84112188154588e-05,6.06047872933579e-06,3.89482511626662e-05,8.66241486470391e-06,1.84309100697021e-05,1.5183018870008e-05,1.81660036527224e-05,3.71016385474894e-06,1.14844514882414e-05,8.8165956038565e-06,1.08544588238192e-05
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Pontibacillus.s__Pontibacillus_sp._HMF3514",8.36309200237512e-06,2.19321856818717e-05,4.89304816104979e-06,9.57465397599475e-06,2.32886441128637e-06,2.07410390335186e-06,8.68790661689258e-06,2.01396851947498e-06,4.88756304956334e-06,1.35654681185772e-05,1.35804077016496e-05,3.93961718436772e-06,1.20128883642284e-05,3.45036338599843e-06,0,2.34032049017455e-05,1.89854101869066e-06,8.70284147774248e-06,6.15907540754701e-06,2.70701383243665e-05,1.33884613371665e-05,2.30997729725438e-05,9.72742475900945e-06,1.18703602074608e-05,3.25361259451745e-06,4.40581957751437e-06,5.50296633811565e-06,9.76123084712685e-06,1.00195004527562e-05
