"Diet1","Sample_id","Original_Part","Modified_Part","lineage _nt","species_annotation","annotation_pre","host_Taxids","host_Lineage","host_annotation","Lytic","Temperate","BioProject","Diet","Nutrition1","Nutrition","Antibiotic","Diease","Diease2","Country","Continent","Host","Age","Age2","Sex","Diet_Type","gene"
"Baseline","SRR17241874","NODE_1_length_62257_cov_5.274070_cutoff_0_type_circular","part_1029_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Blautia",572511,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Blautia;s__unclassified_Blautia_species","Bacillota","0.1","0.9","PRJNA788383","Baseline","Baseline","Baseline","","Obesity","Obesity","Italy","Europe","human","children","","","Control","part_1029_N1"
"Baseline","SRR7989975","NODE_1_length_50552_cov_5.239465_cutoff_0_type_circular","part_332_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Eubacterium",1730,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__unclassified_Eubacterium_species","Bacillota","0.0","1.0","PRJNA491335.2","Baseline","","","","","","Denmark","Europe","human","Adult","Middle_age","female","Control","part_332_N1"
"Baseline","SRR17241839","NODE_1_length_59752_cov_52.642985_cutoff_0_type_circular","part_977_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Oscillospiraceae",216572,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__unclassified_Oscillospiraceae_genus;s__unclassified_Oscillospiraceae_species","Bacillota","0.0","1.0","PRJNA788383","Baseline","Baseline","Baseline","","Obesity","Obesity","Italy","Europe","human","children","","","Control","part_977_N1"
"Omnivores","ERR6170275","NODE_1_length_63218_cov_9.436401_cutoff_5_type_circular","part_525_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Clostridium",1485,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__unclassified_Clostridium_species","Bacillota","0.8742103416003744","0.12578965839962564","PRJEB45944","Omnivores","","","N","","","Netherlands","Europe","human","Adult","","","Control","part_525_N1"
"Baseline","SRR5866311","NODE_1_length_38470_cov_4.022244_cutoff_0_type_circular","part_068_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Butyricicoccus",580596,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Butyricicoccus;s__unclassified_Butyricicoccus_species","Bacillota","0.0","1.0","PRJNA395744","Baseline","","","","Obesity","Obesity","Denmark","Europe","human","Adult","","","Control","part_068_N1"
"Control","SRR16554627","NODE_1_length_43474_cov_3.905408_cutoff_5_type_circular","part_1364_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Candidatus",NA,NA,NA,"0.875","0.125","PRJNA770295","Control","","","N","Tumour","melanoma(Obesity)","United_States","North_America","human","Adult","Middle_age","male","Control","part_1364_N1"
"Baseline","SRR5866571","NODE_3_length_43588_cov_4.323504_cutoff_0_type_circular","part_144_N3","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Candidatus",NA,NA,NA,"0.8625","0.1375","PRJNA395744","Baseline","","","","Obesity","Obesity","Denmark","Europe","human","Adult","","","Control","part_144_N3"
"High_fat_diet","SRR11195285","NODE_1_length_42035_cov_7.289157_cutoff_0_type_circular","part_541_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Ruminiclostridium",1508657,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminiclostridium;s__unclassified_Ruminiclostridium_species","Bacillota","0.0125","0.9875","PRJNA603829","High_fat_diet","","","Y","","","United_States","North_America","mouse","","","","Fat","part_541_N1"
"Low_gluten_diet","SRR7989937","NODE_2_length_44356_cov_4.007340_cutoff_5_type_circular","part_346_N2","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Clostridiales",186802,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__unclassified_Eubacteriales_family;g__unclassified_Eubacteriales_genus;s__unclassified_Eubacteriales_species","Bacillota","0.8","0.2","PRJNA491335.2","Low_gluten_diet","","","","","","Denmark","Europe","human","Adult","Middle_age","male","Control","part_346_N2"
"Omnivores","ERR5947650","NODE_1_length_44091_cov_1.934560_cutoff_0_type_circular","part_1265_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Clostridiales",186802,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__unclassified_Eubacteriales_family;g__unclassified_Eubacteriales_genus;s__unclassified_Eubacteriales_species","Bacillota","0.8125","0.1875","PRJEB11419","Omnivores","High_alkohol","Alkohol","","","","United_States","North_America","human","Adult","Elderly_people","","Control","part_1265_N1"
"Vegatarian","ERR5947753","NODE_1_length_43994_cov_1.855723_cutoff_0_type_circular","part_1256_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Clostridiales",186802,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__unclassified_Eubacteriales_family;g__unclassified_Eubacteriales_genus;s__unclassified_Eubacteriales_species","Bacillota","0.6375","0.3625","PRJEB11419","Vegatarian","Low_alkohol","Control","","","","United_States","North_America","human","Adult","Middle_age","","Special population diet","part_1256_N1"
"Baseline","ERR8960346","NODE_21_length_44796_cov_33.840772","part_874_N21","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Faecalibacterium",216851,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Faecalibacterium;s__unclassified_Faecalibacterium_species","Bacillota","0.825","0.175","PRJEB35524","Baseline","Baseline","Baseline","N","Obesity","Obesity","France","Europe","human","Adult","","","Control","part_874_N21"
"Vegatarian","SRR8146973","NODE_3_length_45359_cov_6.791961_cutoff_5_type_circular","part_616_N3","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Faecalibacterium",216851,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Faecalibacterium;s__unclassified_Faecalibacterium_species","Bacillota","0.85","0.15","PRJNA421881","Vegatarian","","","","","","Italy","Europe","human","Adult","","","Special population diet","part_616_N3"
"High_fiber_diet","SRR16554695","NODE_1_length_46158_cov_7.856340_cutoff_0_type_circular","part_1328_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Faecalibacterium",216851,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Faecalibacterium;s__unclassified_Faecalibacterium_species","Bacillota","0.8375","0.1625","PRJNA770295","High_fiber_diet","","","N","Tumour","melanoma(Obesity)","United_States","North_America","human","Adult","Elderly_people","male","Fiber","part_1328_N1"
"Omnivores","ERR5947681","NODE_2_length_46211_cov_13.109908_cutoff_5_type_circular","part_1210_N2","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Faecalibacterium",216851,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Faecalibacterium;s__unclassified_Faecalibacterium_species","Bacillota","0.725","0.275","PRJEB11419","Omnivores","Low_alkohol","Control","","","","United_States","North_America","human","Adult","Middle_age","","Control","part_1210_N2"
"Baseline","SRR7989982","NODE_3_length_45804_cov_6.327509_cutoff_0_type_circular","part_233_N3","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Faecalibacterium",216851,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Faecalibacterium;s__unclassified_Faecalibacterium_species","Bacillota","0.75","0.25","PRJNA491335.1","Baseline","","","","","","Denmark","Europe","human","Adult","Middle_age","male","Control","part_233_N3"
"Baseline","SRR7989809","NODE_2_length_45804_cov_3.599012_cutoff_0_type_circular","part_275_N2","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Faecalibacterium",216851,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Faecalibacterium;s__unclassified_Faecalibacterium_species","Bacillota","0.75","0.25","PRJNA491335.2","Baseline","","","","","","Denmark","Europe","human","Adult","Middle_age","male","Control","part_275_N2"
"Baseline","SRR5866559","NODE_3_length_45691_cov_19.674398_cutoff_0_type_circular","part_110_N3","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Faecalibacterium",216851,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Faecalibacterium;s__unclassified_Faecalibacterium_species","Bacillota","0.85","0.15","PRJNA395744","Baseline","","","","Obesity","Obesity","Denmark","Europe","human","Adult","","","Control","part_110_N3"
"Baseline","SRR15032156","NODE_1_length_45503_cov_18.557016_cutoff_5_type_circular","part_755_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Faecalibacterium",216851,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Faecalibacterium;s__unclassified_Faecalibacterium_species","Bacillota","0.7625","0.2375","PRJNA743361.1","Baseline","","","N","Healthy","Healthy","United_States","North_America","human","Adult","Middle_age","","Control","part_755_N1"
"Vegatarian","SRR8146939","NODE_1_length_45580_cov_10.368997_cutoff_5_type_circular","part_701_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Faecalibacterium",216851,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Faecalibacterium;s__unclassified_Faecalibacterium_species","Bacillota","0.875","0.125","PRJNA421881","Vegatarian","","","","","","Italy","Europe","human","Adult","","","Special population diet","part_701_N1"
"Baseline","SRR11304959","NODE_1_length_45431_cov_5.647978_cutoff_5_type_circular","part_216_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Faecalibacterium",216851,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Faecalibacterium;s__unclassified_Faecalibacterium_species","Bacillota","0.8875","0.1125","PRJNA612367","Baseline","Baseline","Baseline","","Constipation","Constipation","China","Asia","human","Adult","","","Control","part_216_N1"
"Baseline","SRR11304965","NODE_1_length_45436_cov_6.484407_cutoff_5_type_circular","part_228_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Faecalibacterium",216851,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Faecalibacterium;s__unclassified_Faecalibacterium_species","Bacillota","0.85","0.15","PRJNA612367","Baseline","Baseline","Baseline","","Constipation","Constipation","China","Asia","human","Adult","","","Control","part_228_N1"
"Vegatarian","ERR6170277","NODE_2_length_45791_cov_8.204625_cutoff_5_type_circular","part_511_N2","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Oscillospiraceae",216572,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__unclassified_Oscillospiraceae_genus;s__unclassified_Oscillospiraceae_species","Bacillota","0.9875","0.0125","PRJEB45944","Vegatarian","","","N","","","Netherlands","Europe","human","Adult","","","Special population diet","part_511_N2"
"Omnivores","ERR7783560","NODE_6_length_45069_cov_32.746288","part_1241_N6","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Oscillospiraceae",216572,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__unclassified_Oscillospiraceae_genus;s__unclassified_Oscillospiraceae_species","Bacillota","0.9875","0.0125","PRJEB11419","Omnivores","Low_alkohol","Control","","","","United_States","North_America","human","","","","Control","part_1241_N6"
"Omnivores","ERR7783735","NODE_4_length_45416_cov_19.825978","part_1219_N4","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Oscillospiraceae",216572,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__unclassified_Oscillospiraceae_genus;s__unclassified_Oscillospiraceae_species","Bacillota","0.9875","0.0125","PRJEB11419","Omnivores","Low_alkohol","Control","","","","United_States","North_America","human","","","","Control","part_1219_N4"
"High_fiber_diet","SRR17965645","NODE_2_length_45968_cov_14.970074_cutoff_5_type_circular","part_1333_N2","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Flintibacter",1918454,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__unclassified_Eubacteriales_family;g__Flintibacter;s__unclassified_Flintibacter_species","Bacillota","0.9125","0.0875","PRJNA770295.2","High_fiber_diet","","","","Tumour","isotype","United_States","North_America","mouse","","","","Fiber","part_1333_N2"
"High_fat_diet","SRR14944319","NODE_1_length_46059_cov_18.667225_cutoff_5_type_circular","part_053_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Flintibacter",1918454,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__unclassified_Eubacteriales_family;g__Flintibacter;s__unclassified_Flintibacter_species","Bacillota","0.9125","0.0875","PRJNA735448","High_fat_diet","","","","","","United_States","North_America","mouse","","","","Fat","part_053_N1"
"Low_fiber_diet","SRR17965660","NODE_1_length_46015_cov_15.945931_cutoff_5_type_circular","part_1340_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Flintibacter",1918454,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__unclassified_Eubacteriales_family;g__Flintibacter;s__unclassified_Flintibacter_species","Bacillota","0.875","0.125","PRJNA770295.2","Low_fiber_diet","","","","Tumour","isotype","United_States","North_America","mouse","","","","Control","part_1340_N1"
"Low_fiber_diet","SRR17965637","NODE_1_length_46005_cov_40.804679_cutoff_5_type_circular","part_1325_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Flintibacter",1918454,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__unclassified_Eubacteriales_family;g__Flintibacter;s__unclassified_Flintibacter_species","Bacillota","0.9","0.1","PRJNA770295.2","Low_fiber_diet","","","","Tumour","Anti-PD1","United_States","North_America","mouse","","","","Control","part_1325_N1"
"Low_carbon_water_diet","SRR6339464","NODE_1_length_36547_cov_3.180752_cutoff_0_type_circular","part_1394_N1","k__Viruses;p__unclassified_Viruses_phylum;c__unclassified_Viruses_class;o__unclassified_Viruses_order;f__unclassified_Viruses_family;g__unclassified_Viruses_genus;s__Bacteriophage_sp.","Siphoviridae","Firmicutes",NA,NA,NA,"0.825","0.175","PRJNA420817","Isocaloric_diet","","","","NAFLD","NAFLD(Obesity)","Sweden","Europe","human","Adult","Middle_age","","Sugar","part_1394_N1"
"Chow_diet","ERR675578","NODE_1_length_43706_cov_4.273006_cutoff_0_type_circular","part_476_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Lachnospiraceae",186803,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__unclassified_Lachnospiraceae_genus;s__unclassified_Lachnospiraceae_species","Bacillota","0.025","0.975","PRJEB7759","Chow_diet","","","","","","United_States","North_America","mouse","","","male","Control","part_476_N1"
