"Contig","HGT_contig_length"
"NODE_803_length_13906_cov_8.785792||full_1-(1..336)-K06400-spoIVCA; site-specific DNA recombinase",336
"NODE_12253_length_2569_cov_2.774065||full_1-(1..1236)-K14059-int; integrase",1236
"NODE_993_length_12283_cov_9.286065||full_20-(11567..12283)-PF09299.11-Mu transposase, C-terminal",717
"NODE_2904_length_6654_cov_7.659039||full_2-(1662..2486)-K04763-xerD; integrase/recombinase XerD",825
"NODE_14025_length_2348_cov_3.327955||full_3-(580..1281)-K04763-xerD; integrase/recombinase XerD",702
"NODE_862_length_13392_cov_4.904626||full_23-(11156..12655)-K06400-spoIVCA; site-specific DNA recombinase",1500
"NODE_1391_length_10212_cov_5.702373||full_12-(7052..7651)-VOG00520-sp|P03015|GIN_BPMU Serine recombinase gin",600
"NODE_4785_length_4873_cov_3.265878||full_4-(2425..3930)-K06400-spoIVCA; site-specific DNA recombinase",1506
"NODE_4785_length_4873_cov_3.265878||full_5-(4071..4871)-K06400-spoIVCA; site-specific DNA recombinase",801
"NODE_4387_length_5139_cov_5.216562||full_1-(1..495)-VOG15133-REFSEQ integrase core domain protein",495
"NODE_3945_length_5474_cov_5.367965||full_2-(383..2011)-K06400-spoIVCA; site-specific DNA recombinase",1629
"NODE_3945_length_5474_cov_5.367965||full_3-(2012..3706)-K06400-spoIVCA; site-specific DNA recombinase",1695
"NODE_3945_length_5474_cov_5.367965||full_4-(3696..5258)-K06400-spoIVCA; site-specific DNA recombinase",1563
"NODE_165_length_27514_cov_5.801522||full_3-(1639..2349)-K06400-spoIVCA; site-specific DNA recombinase",711
"NODE_165_length_27514_cov_5.801522||full_4-(2409..2984)-K06400-spoIVCA; site-specific DNA recombinase",576
"NODE_146_length_29151_cov_8.339291||full_27-(20556..21662)-K04763-xerD; integrase/recombinase XerD",1107
"NODE_6161_length_4098_cov_8.799406||full_5-(2119..2733)-K04763-xerD; integrase/recombinase XerD",615
"NODE_710_length_14658_cov_4.146682||full_1 1-11258/14562_15-(10295..10621)-PF14659.6-Phage integrase, N-terminal SAM-like domain",327
"NODE_2490_length_7322_cov_8.351314||full_5-(4164..4988)-PF12784.7-PD-(D/E)XK nuclease family transposase",825
"NODE_5565_length_4401_cov_12.801657||full_1-(1..777)-K04763-xerD; integrase/recombinase XerD",777
"NODE_11233_length_2729_cov_6.731488||full_1-(1..1239)-K06400-spoIVCA; site-specific DNA recombinase",1239
"NODE_8293_length_3354_cov_4.651713||full_5-(2795..3352)-K03733-xerC; integrase/recombinase XerC",558
"NODE_5242_length_4589_cov_6.066608||full_5-(2462..4087)-K06400-spoIVCA; site-specific DNA recombinase",1626
"NODE_7779_length_3499_cov_3.941057||full_2-(110..1525)-K06400-spoIVCA; site-specific DNA recombinase",1416
"NODE_2178_length_7931_cov_9.172042||full_1-(1..1329)-K06400-spoIVCA; site-specific DNA recombinase",1329
"NODE_37_length_45906_cov_8.525681||full_77-(44481..45521)-K07482-K07482; transposase, IS30 family",1041
"NODE_15413_length_2195_cov_2.812150||full_2-(118..714)-VOG00520-sp|P03015|GIN_BPMU Serine recombinase gin",597
"NODE_2555_length_7214_cov_5.619640||full_5-(2555..4144)-K06400-spoIVCA; site-specific DNA recombinase",1590
"NODE_2555_length_7214_cov_5.619640||full_6-(4141..5835)-K06400-spoIVCA; site-specific DNA recombinase",1695
"NODE_2555_length_7214_cov_5.619640||full_7-(5837..6955)-K06400-spoIVCA; site-specific DNA recombinase",1119
"NODE_9705_length_3021_cov_4.680040||full_1-(1..1197)-K14059-int; integrase",1197
"NODE_932_length_12709_cov_5.544571||full_13-(11585..12640)-K07482-K07482; transposase, IS30 family",1056
"NODE_3591_length_5812_cov_4.903943||full_1-(1..1416)-K06400-spoIVCA; site-specific DNA recombinase",1416
"NODE_3591_length_5812_cov_4.903943||full_2-(1418..3055)-K06400-spoIVCA; site-specific DNA recombinase",1638
"NODE_3591_length_5812_cov_4.903943||full_3-(3052..4584)-K06400-spoIVCA; site-specific DNA recombinase",1533
"NODE_2065_length_8173_cov_6.175659||full_6-(2917..4497)-K06400-spoIVCA; site-specific DNA recombinase",1581
"NODE_2065_length_8173_cov_6.175659||full_7-(4494..5240)-K06400-spoIVCA; site-specific DNA recombinase",747
"NODE_2065_length_8173_cov_6.175659||full_8-(5244..6857)-K06400-spoIVCA; site-specific DNA recombinase",1614
"NODE_497_length_17161_cov_4.123524||full_5-(2047..3447)-K06400-spoIVCA; site-specific DNA recombinase",1401
"NODE_243_length_23160_cov_13.484354||full_1-(1..1104)-VOG00520-sp|P03015|GIN_BPMU Serine recombinase gin",1104
"NODE_4006_length_5422_cov_5.785728||full_1-(1..1161)-K06400-spoIVCA; site-specific DNA recombinase",1161
"NODE_9612_length_3039_cov_12.051609||full_1-(1..1092)-K07482-K07482; transposase, IS30 family",1092
"NODE_3702_length_5695_cov_4.358688||full_4-(2772..4421)-K06400-spoIVCA; site-specific DNA recombinase",1650
"NODE_3702_length_5695_cov_4.358688||full_5-(4426..5694)-K06400-spoIVCA; site-specific DNA recombinase",1269
"NODE_2529_length_7262_cov_6.025253||full_15-(6925..7176)-K07482-K07482; transposase, IS30 family",252
"NODE_19334_length_1868_cov_3.864865||full_4-(1116..1865)-K06400-spoIVCA; site-specific DNA recombinase",750
"NODE_5235_length_4593_cov_9.349934||full_1-(1..279)-K06400-spoIVCA; site-specific DNA recombinase",279
"NODE_5235_length_4593_cov_9.349934||full_2-(267..1565)-K06400-spoIVCA; site-specific DNA recombinase",1299
"NODE_2365_length_7542_cov_23.015627||full_3-(931..2943)-VOG00758-sp|P16942|T629_SHISO Transposase for insertion sequence element IS629",2013
"NODE_95_length_33523_cov_15.950639||full_33-(28685..30679)-VOG00758-sp|P16942|T629_SHISO Transposase for insertion sequence element IS629",1995
"NODE_1109_length_11455_cov_5.668158||full_14-(6005..7036)-PF09588.10-YqaJ-like viral recombinase domain",1032
"NODE_10074_length_2942_cov_10.443020||full_1-(1..381)-VOG00520-sp|P03015|GIN_BPMU Serine recombinase gin",381
"NODE_2748_length_6899_cov_6.683665||full_11-(5007..6605)-K06400-spoIVCA; site-specific DNA recombinase",1599
"NODE_2495_length_7310_cov_9.346657||full_2-(1282..2199)-K03733-xerC; integrase/recombinase XerC",918
"NODE_2495_length_7310_cov_9.346657||full_3-(2092..3633)-K06400-spoIVCA; site-specific DNA recombinase",1542
"NODE_2495_length_7310_cov_9.346657||full_4-(3626..5269)-K06400-spoIVCA; site-specific DNA recombinase",1644
"NODE_2495_length_7310_cov_9.346657||full_5-(5271..6884)-K06400-spoIVCA; site-specific DNA recombinase",1614
"NODE_2566_length_7190_cov_7.543798||full_2-(768..2252)-K06400-spoIVCA; site-specific DNA recombinase",1485
"NODE_2566_length_7190_cov_7.543798||full_3-(2249..3880)-K06400-spoIVCA; site-specific DNA recombinase",1632
"NODE_2566_length_7190_cov_7.543798||full_4-(3883..5499)-K06400-spoIVCA; site-specific DNA recombinase",1617
"NODE_6322_length_4029_cov_4.106442||full_1-(1..1632)-K06400-spoIVCA; site-specific DNA recombinase",1632
"NODE_6322_length_4029_cov_4.106442||full_3-(2155..2931)-K06400-spoIVCA; site-specific DNA recombinase",777
"NODE_6322_length_4029_cov_4.106442||full_4-(2928..3965)-K06400-spoIVCA; site-specific DNA recombinase",1038
"NODE_6952_length_3777_cov_10.506985||full_1-(1..393)-PF09588.10-YqaJ-like viral recombinase domain",393
"NODE_6867_length_3810_cov_3.904927||full_1-(1..426)-K06400-spoIVCA; site-specific DNA recombinase",426
"NODE_3757_length_5648_cov_10.699446||full_1-(1..1566)-K06400-spoIVCA; site-specific DNA recombinase",1566
"NODE_3757_length_5648_cov_10.699446||full_2-(1570..3279)-K06400-spoIVCA; site-specific DNA recombinase",1710
"NODE_3757_length_5648_cov_10.699446||full_3-(3280..4971)-K06400-spoIVCA; site-specific DNA recombinase",1692
"NODE_48_length_42790_cov_25.347397||0_partial_1 1-25068/34899_5-(2984..4006)-K04763-xerD; integrase/recombinase XerD",1023
"NODE_3560_length_5846_cov_3.543084||full_3-(1222..2535)-VOG00022-sp|P54992|YSNA_STRPR Putative transposase in snaA-snaB intergenic region",1314
"NODE_4443_length_5101_cov_6.524772||full_9-(3560..5074)-K06400-spoIVCA; site-specific DNA recombinase",1515
"NODE_1248_length_10822_cov_9.302870||full_1 1-5963/10552_11-(4144..5250)-K14059-int; integrase",1107
"NODE_10644_length_2831_cov_10.039265||full_2-(578..1612)-K07482-K07482; transposase, IS30 family",1035
"NODE_5899_length_4223_cov_4.320298||full_2-(116..1309)-K14059-int; integrase",1194
"NODE_229_length_23779_cov_6.920081||full_4-(1802..2647)-PF12784.7-PD-(D/E)XK nuclease family transposase",846
"NODE_7274_length_3672_cov_3.970141||full_1-(140..571)-PF01797.16-Transposase IS200 like",432
"NODE_3392_length_6041_cov_8.944871||full_1 1-3682/6038_1-(1..1332)-VOG00758-sp|P16942|T629_SHISO Transposase for insertion sequence element IS629",1332
"NODE_3588_length_5817_cov_11.030024||full_2-(390..2072)-K06400-spoIVCA; site-specific DNA recombinase",1683
"NODE_3588_length_5817_cov_11.030024||full_3-(2074..3768)-K06400-spoIVCA; site-specific DNA recombinase",1695
"NODE_3588_length_5817_cov_11.030024||full_4-(3768..5315)-K06400-spoIVCA; site-specific DNA recombinase",1548
"NODE_338_length_20170_cov_7.566642||full_14-(17855..18457)-K04763-xerD; integrase/recombinase XerD",603
"NODE_2554_length_7214_cov_7.975835||full_1-(1..1641)-K06400-spoIVCA; site-specific DNA recombinase",1641
"NODE_2554_length_7214_cov_7.975835||full_2-(1638..3293)-K06400-spoIVCA; site-specific DNA recombinase",1656
"NODE_19549_length_1854_cov_2.459144||full_5-(1668..1850)-K03733-xerC; integrase/recombinase XerC",183
"NODE_614_length_15551_cov_6.812145||full_23-(11445..12224)-K04763-xerD; integrase/recombinase XerD",780
"NODE_6342_length_4022_cov_6.186035||full_1-(1..1518)-K06400-spoIVCA; site-specific DNA recombinase",1518
"NODE_6342_length_4022_cov_6.186035||full_2-(1515..3125)-K06400-spoIVCA; site-specific DNA recombinase",1611
"NODE_6342_length_4022_cov_6.186035||full_3-(3115..3498)-K06400-spoIVCA; site-specific DNA recombinase",384
"NODE_5530_length_4422_cov_6.436913||full_7-(2684..4345)-K06400-spoIVCA; site-specific DNA recombinase",1662
"NODE_8955_length_3187_cov_36.290549||full_3-(1442..3028)-K06400-spoIVCA; site-specific DNA recombinase",1587
"NODE_474_length_17557_cov_5.603760||full_30-(15898..17490)-VOG00520-sp|P03015|GIN_BPMU Serine recombinase gin",1593
"NODE_6618_length_3906_cov_25.020514||full_4-(1802..3775)-K06400-spoIVCA; site-specific DNA recombinase",1974
"NODE_3088_length_2805_cov_73.633455||full_4-(2013..2633)-K06400-spoIVCA; site-specific DNA recombinase",621
"NODE_42_length_36941_cov_31.311907||full_1 5308-36304/36304_2-(594..2207)-K06400-spoIVCA; site-specific DNA recombinase",1614
"NODE_531_length_9532_cov_15.189300||full_7-(6739..7563)-K04763-xerD; integrase/recombinase XerD",825
"NODE_1182_length_5815_cov_3.372569||full_1-(1..1926)-VOG00758-sp|P16942|T629_SHISO Transposase for insertion sequence element IS629",1926
"NODE_51_length_32734_cov_16.255546||full_26-(27553..29067)-K06400-spoIVCA; site-specific DNA recombinase",1515
"NODE_1104_length_6080_cov_3.696266||full_4-(1819..3411)-K06400-spoIVCA; site-specific DNA recombinase",1593
"NODE_977_length_6627_cov_106.286671||full_1-(1..828)-K03733-xerC; integrase/recombinase XerC",828
"NODE_204_length_15652_cov_10.101173||full_1-(1..1116)-K06400-spoIVCA; site-specific DNA recombinase",1116
"NODE_8_length_59640_cov_15.648099||full_1 12569-56627/59256_30-(14901..15521)-K04763-xerD; integrase/recombinase XerD",621
"NODE_8_length_59640_cov_15.648099||full_1 12569-56627/59256_31-(15464..15706)-K04763-xerD; integrase/recombinase XerD",243
"NODE_11111_length_3041_cov_18.270261||full_5-(981..1856)-K04763-xerD; integrase/recombinase XerD",876
"NODE_6647_length_4214_cov_3.664342||full_4-(1225..1986)-K06400-spoIVCA; site-specific DNA recombinase",762
"NODE_3267_length_6661_cov_4.098547||full_2-(1909..3462)-K06400-spoIVCA; site-specific DNA recombinase",1554
"NODE_3267_length_6661_cov_4.098547||full_3-(3608..5320)-K06400-spoIVCA; site-specific DNA recombinase",1713
"NODE_3267_length_6661_cov_4.098547||full_4-(5304..6659)-K06400-spoIVCA; site-specific DNA recombinase",1356
"NODE_4574_length_5364_cov_6.278395||full_9-(3979..5361)-VOG00520-sp|P03015|GIN_BPMU Serine recombinase gin",1383
"NODE_8792_length_3530_cov_3.329209||full_2-(270..1043)-K06400-spoIVCA; site-specific DNA recombinase",774
"NODE_4886_length_5148_cov_10.168663||full_3-(1021..2061)-K04763-xerD; integrase/recombinase XerD",1041
"NODE_4886_length_5148_cov_10.168663||full_4-(2039..3046)-K04763-xerD; integrase/recombinase XerD",1008
"NODE_4886_length_5148_cov_10.168663||full_5-(3043..4260)-K03733-xerC; integrase/recombinase XerC",1218
"NODE_10041_length_3245_cov_4.379310||full_5-(960..2696)-K06400-spoIVCA; site-specific DNA recombinase",1737
"NODE_1304_length_11152_cov_13.362621||full_7-(6046..7398)-VOG00520-sp|P03015|GIN_BPMU Serine recombinase gin",1353
"NODE_7073_length_4045_cov_8.975439||full_1-(1..321)-K03733-xerC; integrase/recombinase XerC",321
"NODE_6969_length_4080_cov_3.330683||full_3-(868..2526)-K06400-spoIVCA; site-specific DNA recombinase",1659
"NODE_6969_length_4080_cov_3.330683||full_4-(2567..3076)-K06400-spoIVCA; site-specific DNA recombinase",510
"NODE_6969_length_4080_cov_3.330683||full_5-(3079..3828)-K06400-spoIVCA; site-specific DNA recombinase",750
"NODE_6430_length_4298_cov_14.550790||full_1-(1..828)-K06400-spoIVCA; site-specific DNA recombinase",828
"NODE_6430_length_4298_cov_14.550790||full_2-(791..2071)-K06400-spoIVCA; site-specific DNA recombinase",1281
"NODE_103_length_30316_cov_8.395823||full_1 3245-30200/30200_5-(2942..4780)-K06400-spoIVCA; site-specific DNA recombinase",1839
"NODE_27805_length_1653_cov_4.249061||full_4-(947..1651)-K06400-spoIVCA; site-specific DNA recombinase",705
"NODE_7473_length_3906_cov_13.327707||full_8-(2477..3904)-K06400-spoIVCA; site-specific DNA recombinase",1428
"NODE_4894_length_5141_cov_11.789225||full_2-(368..1462)-K07482-K07482; transposase, IS30 family",1095
"NODE_20759_length_2014_cov_3.373660||full_3-(872..1333)-K07494-K07494; putative transposase",462
"NODE_15364_length_2468_cov_2.464567||full_1-(1..1065)-K06400-spoIVCA; site-specific DNA recombinase",1065
"NODE_5526_length_4768_cov_10.474008||full_3-(711..1730)-K04763-xerD; integrase/recombinase XerD",1020
"NODE_11452_length_2981_cov_4.102529||full_2-(651..1637)-K07482-K07482; transposase, IS30 family",987
"NODE_3302_length_6622_cov_9.340338||full_6-(2956..4764)-VOG15133-REFSEQ integrase core domain protein",1809
"NODE_19837_length_2082_cov_3.181056||full_1-(1..258)-K07493-K07493; putative transposase",258
"NODE_19837_length_2082_cov_3.181056||full_2-(255..1121)-K07493-K07493; putative transposase",867
"NODE_1780_length_9417_cov_14.831980||full_2-(1644..2468)-K04763-xerD; integrase/recombinase XerD",825
"NODE_26056_length_1728_cov_2.080693||full_4-(1083..1727)-K07482-K07482; transposase, IS30 family",645
"NODE_9595_length_3340_cov_7.297108||full_1-(1..2115)-VOG00758-sp|P16942|T629_SHISO Transposase for insertion sequence element IS629",2115
"NODE_21098_length_1991_cov_14.413740||full_1-(1..504)-K03733-xerC; integrase/recombinase XerC",504
"NODE_527_length_17300_cov_10.122528||full_11-(14348..14950)-K04763-xerD; integrase/recombinase XerD",603
"NODE_14595_length_2553_cov_5.731785||full_4-(1675..2550)-K06400-spoIVCA; site-specific DNA recombinase",876
"NODE_25712_length_1744_cov_1.616933||full_4-(1016..1744)-K06400-spoIVCA; site-specific DNA recombinase",729
"NODE_10231_length_3203_cov_5.221410||full_1-(1..462)-VOG00520-sp|P03015|GIN_BPMU Serine recombinase gin",462
"NODE_8701_length_3549_cov_13.817687||full_1-(1..1053)-K07482-K07482; transposase, IS30 family",1053
"NODE_25_length_45063_cov_14.861691||full_56-(43926..45062)-K06400-spoIVCA; site-specific DNA recombinase",1137
"NODE_7108_length_4031_cov_3.393863||full_1-(1..909)-K06400-spoIVCA; site-specific DNA recombinase",909
"NODE_7108_length_4031_cov_3.393863||full_2-(945..1460)-K06400-spoIVCA; site-specific DNA recombinase",516
"NODE_7108_length_4031_cov_3.393863||full_3-(1477..3018)-K06400-spoIVCA; site-specific DNA recombinase",1542
"NODE_24612_length_1797_cov_8.350746||full_4-(1283..1795)-PF13102.6-Phage integrase SAM-like domain",513
"NODE_1384_length_10803_cov_5.568943||full_2-(957..1991)-K07482-K07482; transposase, IS30 family",1035
"NODE_14899_length_2517_cov_3.041430||full_4-(1473..2405)-K06400-spoIVCA; site-specific DNA recombinase",933
"NODE_512_length_17516_cov_10.460397||full_24-(16125..17516)-VOG00758-sp|P16942|T629_SHISO Transposase for insertion sequence element IS629",1392
"NODE_1422_length_10666_cov_8.494298||full_9-(5344..6279)-K04763-xerD; integrase/recombinase XerD",936
"NODE_7196_length_4002_cov_3.706866||full_1-(1..1395)-VOG00022-sp|P54992|YSNA_STRPR Putative transposase in snaA-snaB intergenic region",1395
"NODE_7196_length_4002_cov_3.706866||full_3-(1575..1985)-VOG02220-sp|P59696|T200_SALTY Transposase for insertion sequence element IS200",411
"NODE_9881_length_3280_cov_4.236899||full_8-(2755..3279)-K06400-spoIVCA; site-specific DNA recombinase",525
"NODE_11112_length_3041_cov_17.263228||full_5-(975..1850)-K04763-xerD; integrase/recombinase XerD",876
"NODE_4599_length_5346_cov_9.642034||full_2-(126..1667)-K06400-spoIVCA; site-specific DNA recombinase",1542
"NODE_4599_length_5346_cov_9.642034||full_3-(1660..3303)-K06400-spoIVCA; site-specific DNA recombinase",1644
"NODE_4599_length_5346_cov_9.642034||full_4-(3305..4918)-K06400-spoIVCA; site-specific DNA recombinase",1614
"NODE_573_length_16704_cov_7.107754||full_16-(13691..14536)-PF12784.7-PD-(D/E)XK nuclease family transposase",846
"NODE_4771_length_5222_cov_4.566286||full_9-(3252..4826)-K06400-spoIVCA; site-specific DNA recombinase",1575
"NODE_7833_length_3787_cov_4.180064||full_3-(1302..3428)-VOG00758-sp|P16942|T629_SHISO Transposase for insertion sequence element IS629",2127
"NODE_161_length_25735_cov_9.700195||full_3-(1942..2979)-K07482-K07482; transposase, IS30 family",1038
"NODE_23618_length_1849_cov_4.521182||full_2-(505..1029)-K06400-spoIVCA; site-specific DNA recombinase",525
"NODE_23618_length_1849_cov_4.521182||full_3-(1026..1298)-K06400-spoIVCA; site-specific DNA recombinase",273
"NODE_1580_length_10069_cov_19.778211||full_1-(1..840)-PF03050.14-Transposase IS66 family",840
"NODE_1580_length_10069_cov_19.778211||full_4-(2059..4032)-K06400-spoIVCA; site-specific DNA recombinase",1974
"NODE_599_length_16347_cov_11.077523||full_14-(11568..13007)-K06400-spoIVCA; site-specific DNA recombinase",1440
"NODE_9_length_58578_cov_13.086957||full_53-(30074..31474)-K06400-spoIVCA; site-specific DNA recombinase",1401
"NODE_3933_length_5923_cov_13.113497||full_2-(142..1893)-K06400-spoIVCA; site-specific DNA recombinase",1752
"NODE_1343_length_10989_cov_7.191055||full_9-(8323..9378)-K07482-K07482; transposase, IS30 family",1056
"NODE_24905_length_1783_cov_4.096644||full_1-(1..540)-PF14659.6-Phage integrase, N-terminal SAM-like domain",540
"NODE_29719_length_1578_cov_23.302035||full_3-(589..960)-PF14659.6-Phage integrase, N-terminal SAM-like domain",372
"NODE_14429_length_2571_cov_4.736089||full_2-(770..1711)-K07482-K07482; transposase, IS30 family",942
"NODE_631_length_16016_cov_9.396654||full_22-(12725..12925)-K07482-K07482; transposase, IS30 family",201
