"Contig_number","Sample_id","IMG_name","Source","Viruse_type","Bacteria_Host","Virulent","Temperate","Phacts_result","Probability","Standard_deviation","GD","Diet","Group","num_seqs","bac_result","Mapped.Reads.Number","Contig_Abundance","Bacteria_Host_G","Contig_number2","Contig_name2"
"NODE_3370_length_6902_cov_3.306996||full","L1EHE1100147","IMGVR_UViG_3300029564_000007|3300029564|Ga0244919_100256","Host-associated;Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Crassvirales;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",NA,NA,"Lytic",0.513186813186813,0.0243807416714614,"D0","HFD","HFD_D0",8310904,NA,261,31.4045259095761,"Parabacteroides","NODE_3370_length_6902_cov_3.30","NODE_3370_length_6902_cov_3.30"
"NODE_33719_length_1191_cov_2.535211||full","L1EHE1100147","IMGVR_UViG_2895274309_000009|2895274309|2895274460|5757-51336","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",NA,NA,"Lytic",0.506893106893107,0.0222272671091682,"D0","HFD","HFD_D0",8310904,NA,33,3.9706871839694,"Duncaniella","NODE_33719_length_1191_cov_2.5","NODE_33719_length_1191_cov_2.5"
"NODE_33792_length_1439_cov_22.065751||full","L1HGH010561","IMGVR_UViG_2921981637_000001|2921981637|2921981673|120015-152612","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp013166545",NA,NA,"Temperate",0.506593406593407,0.0136717219515969,"D0","CON","CON_D0",5555870,NA,369,66.4162408407684,"Prevotella","NODE_33792_length_1439_cov_22.","NODE_33792_length_1439_cov_22."
"NODE_338_length_18647_cov_9.144686||full","L1EGH020942","IMGVR_UViG_3300019370_000023|3300019370|Ga0196862_111906","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",0.884869679502397,0.115130320497603,"Lytic",0.518981018981019,0.0161902898955118,"D14","FUC","FUC_D14",6297602,"Lytic",1953,310.118041756211,"Muribaculum","NODE_338_length_18647_cov_9.14","NODE_338_length_18647_cov_9.14"
"NODE_3381_length_4183_cov_5.489826||full","L1EHE1100144","IMGVR_UViG_2895274309_000001|2895274309|2895274472","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",NA,NA,"Lytic",0.504995004995005,0.0215573675361749,"D0","HFD","HFD_D0",7682661,NA,240,31.2391761135888,"Duncaniella","NODE_3381_length_4183_cov_5.48","NODE_3381_length_4183_cov_5.48"
"NODE_34020_length_1187_cov_2.840106||full","L1EGH020932","IMGVR_UViG_2884068351_000001|2884068351|2884068351|480923-531839","Host-associated;Mammals: Human;Unclassified;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Amedibacterium;s__Amedibacterium intestinale",0.811878201654615,0.188121798345387,"Temperate",0.506893106893107,0.0166218876609735,"D0","FUC","FUC_D0",5671704,"Lytic",35,6.17098494561775,"Amedibacterium","NODE_34020_length_1187_cov_2.8","NODE_34020_length_1187_cov_2.8"
"NODE_3403_length_2628_cov_4.328022||full","L1EHE1100155","IMGVR_UViG_2534681945_000003|2534681945|2534764330|637998-661985","Host-associated;Human;Unclassified;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis_A",NA,NA,"Temperate",0.501998001998002,0.0152245261280002,"D14","HFD","HFD_D14",8300758,NA,116,13.9746273774034,"Bacteroides","NODE_3403_length_2628_cov_4.32","NODE_3403_length_2628_cov_4.32"
"NODE_3408_length_5657_cov_5.815423||full","L1EGH020932","IMGVR_UViG_7000000232_000017|7000000232|C2670562","Host-associated;Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia;",0.0125,0.9875,"Lytic",0.502297702297702,0.0156610732805318,"D0","FUC","FUC_D0",5671704,"Temperate",355,62.5914187341229,"Romboutsia","NODE_3408_length_5657_cov_5.81","NODE_3408_length_5657_cov_5.81"
"NODE_3416_length_2692_cov_3.978385||full","L1EHE1100154","IMGVR_UViG_3300045988_066486|3300045988|Ga0495776_115028","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Crassvirales;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",NA,NA,"Lytic",0.51008991008991,0.0151782413868601,"D14","HFD","HFD_D14",10257673,NA,114,11.113631717447,"Parabacteroides","NODE_3416_length_2692_cov_3.97","NODE_3416_length_2692_cov_3.97"
"NODE_3417_length_6475_cov_6.223676||full","L1HGH010561","IMGVR_UViG_3300035426_000043|3300035426|Ga0247177_00293","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum;",NA,NA,"Lytic",0.505894105894106,0.020527951311155,"D0","CON","CON_D0",5555870,NA,440,79.1955175337076,"Faecalibaculum","NODE_3417_length_6475_cov_6.22","NODE_3417_length_6475_cov_6.22"
"NODE_342_length_15672_cov_5.868156||full","L1HGH010570","IMGVR_UViG_2895274309_000001|2895274309|2895274472","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",NA,NA,"Temperate",0.501298701298701,0.0179531347566316,"D14","CON","CON_D14",5615729,NA,979,174.331774200643,"Duncaniella","NODE_342_length_15672_cov_5.86","NODE_342_length_15672_cov_5.86"
"NODE_342_length_21858_cov_60.030867||full","L1HGH010568","IMGVR_UViG_3300045988_078696|3300045988|Ga0495776_076130","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Crassvirales;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",NA,NA,"Temperate",0.501298701298701,0.0179141799531926,"D14","CON","CON_D14",4271223,NA,13738,3216.40897700729,"Parabacteroides","NODE_342_length_21858_cov_60.0","NODE_342_length_21858_cov_60.0"
"NODE_3427_length_3981_cov_4.402191||full","L1EGH020937","IMGVR_UViG_2895274309_000009|2895274309|2895274460|5757-51336","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",0.811878201654615,0.188121798345387,"Lytic",0.513586413586414,0.0221879448777778,"D10","FUC","FUC_D10",5160896,"Lytic",205,39.7217847443545,"Duncaniella","NODE_3427_length_3981_cov_4.40","NODE_3427_length_3981_cov_4.40"
"NODE_3429_length_4073_cov_4.717272||lt2gene","L1EGH020938","IMGVR_UViG_3300045988_098754|3300045988|Ga0495776_131962","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",0.811878201654615,0.188121798345387,"Temperate",0.505394605394605,0.0177611589432452,"D10","FUC","FUC_D10",3904971,"Lytic",204,52.2411049915608,"Parabacteroides","NODE_3429_length_4073_cov_4.71","NODE_3429_length_4073_cov_4.71"
"NODE_34435_length_1198_cov_2.332458||full","L1HGH010574","IMGVR_UViG_2854180569_000005|2854180569|2854180587|82441-106117","Host-associated;Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis",NA,NA,"Temperate",0.505294705294705,0.0206954817717661,"D18","CON","CON_D18",2433274,NA,27,11.096160974884,"Parabacteroides","NODE_34435_length_1198_cov_2.3","NODE_34435_length_1198_cov_2.3"
"NODE_3449_length_6574_cov_14.519251||full","L1EHE1100148","IMGVR_UViG_3300035426_000043|3300035426|Ga0247177_00293","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum;",NA,NA,"Lytic",0.512287712287712,0.0165894335701475,"D10","HFD","HFD_D10",4836085,NA,992,205.124599753726,"Faecalibaculum","NODE_3449_length_6574_cov_14.5","NODE_3449_length_6574_cov_14.5"
"NODE_34666_length_1170_cov_3.756951||full","L1EGH020932","IMGVR_UViG_2895274309_000009|2895274309|2895274460|5757-51336","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",0.811878201654615,0.188121798345387,"Lytic",0.501098901098901,0.0112953398802018,"D0","FUC","FUC_D0",5671704,"Lytic",48,8.46306506827578,"Duncaniella","NODE_34666_length_1170_cov_3.7","NODE_34666_length_1170_cov_3.7"
"NODE_3484_length_4901_cov_5.524556||full","L1HGH010576","IMGVR_UViG_2921975887_000001|2921975887|2921975953|2-64415","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp013166545",NA,NA,"Lytic",0.505494505494506,0.0151308257303938,"D18","CON","CON_D18",1348974,NA,488,361.756416357914,"Prevotella","NODE_3484_length_4901_cov_5.52","NODE_3484_length_4901_cov_5.52"
"NODE_3486_length_3934_cov_17.044857||full","L1EGH020937","IMGVR_UViG_3300019370_000023|3300019370|Ga0196862_111906","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",0.811878201654615,0.188121798345387,"Temperate",0.500699300699301,0.0196820944751644,"D10","FUC","FUC_D10",5160896,"Lytic",755,146.292426741403,"Muribaculum","NODE_3486_length_3934_cov_17.0","NODE_3486_length_3934_cov_17.0"
"NODE_3486_length_4027_cov_4.428499||full","L1EGH020938","IMGVR_UViG_3300045988_056828|3300045988|Ga0495776_119945","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",0.811878201654615,0.188121798345387,"Lytic",0.516083916083916,0.0213009878199043,"D10","FUC","FUC_D10",3904971,"Lytic",186,47.6315957275995,"Parabacteroides","NODE_3486_length_4027_cov_4.42","NODE_3486_length_4027_cov_4.42"
"NODE_3497_length_1803_cov_3.361556||full","L1EGH020950","IMGVR_UViG_3300006217_001279|3300006217|Ga0081461_1015144","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",NA,NA,"Lytic",0.504095904095904,0.0134787412391792,"D18","FUC","FUC_D18",10324923,NA,97,9.39474318597824,"Muribaculum","NODE_3497_length_1803_cov_3.36","NODE_3497_length_1803_cov_3.36"
"NODE_350_length_8700_cov_22.703759||full","L1EGH020949","IMGVR_UViG_3300019370_000023|3300019370|Ga0196862_111906","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",NA,NA,"Lytic",0.510589410589411,0.0127187383659878,"D18","FUC","FUC_D18",12447007,NA,2036,163.573459868706,"Muribaculum","NODE_350_length_8700_cov_22.70","NODE_350_length_8700_cov_22.70"
"NODE_3506_length_2326_cov_2.968296||full","L1EGH020949","IMGVR_UViG_3300045988_133093|3300045988|Ga0495776_118630","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;",NA,NA,"Lytic",0.501398601398601,0.0162837162837163,"D18","FUC","FUC_D18",12447007,NA,73,5.86486373792511,"Collinsella","NODE_3506_length_2326_cov_2.96","NODE_3506_length_2326_cov_2.96"
"NODE_3525_length_1796_cov_3.647329||lt2gene","L1EGH020950","IMGVR_UViG_3300019370_000023|3300019370|Ga0196862_111906","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",NA,NA,"Lytic",0.502797202797203,0.0102955280683261,"D18","FUC","FUC_D18",10324923,NA,94,9.10418411837066,"Muribaculum","NODE_3525_length_1796_cov_3.64","NODE_3525_length_1796_cov_3.64"
"NODE_3532_length_2516_cov_5.215766||full","L1HGH010560","IMGVR_UViG_7000000475_000327|7000000475|SRS020328_Baylor_scaffold_38629|111-30975","Host-associated;Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",NA,NA,"Temperate",0.5003996003996,0.0149145864099395,"D0","CON","CON_D0",5077775,NA,161,31.70680071488,"Parabacteroides","NODE_3532_length_2516_cov_5.21","NODE_3532_length_2516_cov_5.21"
"NODE_3534_length_2779_cov_4.705580||full","L1EGH020936","IMGVR_UViG_2895274309_000009|2895274309|2895274460|5757-51336","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",0.811878201654615,0.188121798345387,"Temperate",0.508791208791209,0.022105027637938,"D0","FUC","FUC_D0",8561108,"Lytic",117,13.6664553233063,"Duncaniella","NODE_3534_length_2779_cov_4.70","NODE_3534_length_2779_cov_4.70"
"NODE_3540_length_4283_cov_3.826159||full","L1EGH020947","IMGVR_UViG_3300045988_084610|3300045988|Ga0495776_080957","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",NA,NA,"Temperate",0.505094905094905,0.0168721775293074,"D18","FUC","FUC_D18",6254490,NA,178,28.4595546559352,"Parabacteroides","NODE_3540_length_4283_cov_3.82","NODE_3540_length_4283_cov_3.82"
"NODE_35549_length_1131_cov_1.856877||full","L1EGH020939","IMGVR_UViG_2895274309_000009|2895274309|2895274460|5757-51336","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",0.811878201654615,0.188121798345387,"Lytic",0.506693306693307,0.0159827671839841,"D10","FUC","FUC_D10",3309510,"Lytic",31,9.36694555991673,"Duncaniella","NODE_35549_length_1131_cov_1.8","NODE_35549_length_1131_cov_1.8"
"NODE_3555_length_4229_cov_6.251797||full","L1EHE1100160","IMGVR_UViG_2921975887_000001|2921975887|2921975953|2-64415","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp013166545",NA,NA,"Temperate",0.500599400599401,0.0171900758313371,"D18","HFD","HFD_D18",5476939,NA,303,55.3228728674904,"Prevotella","NODE_3555_length_4229_cov_6.25","NODE_3555_length_4229_cov_6.25"
"NODE_3571_length_2300_cov_4.209354||full","L1EGH020949","IMGVR_UViG_2895274309_000001|2895274309|2895274472","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",NA,NA,"Lytic",0.502997002997003,0.0252502319592868,"D18","FUC","FUC_D18",12447007,NA,103,8.27508171241488,"Duncaniella","NODE_3571_length_2300_cov_4.20","NODE_3571_length_2300_cov_4.20"
"NODE_35729_length_1217_cov_2.654045||full","L1HGH010573","IMGVR_UViG_2895274309_000007|2895274309|2895274455|41243-54702","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",NA,NA,"Temperate",0.513386613386613,0.0167668561139125,"D18","CON","CON_D18",9970469,NA,34,3.41007027853956,"Duncaniella","NODE_35729_length_1217_cov_2.6","NODE_35729_length_1217_cov_2.6"
"NODE_35751_length_1052_cov_4.457372||full","L1EHE1100148","IMGVR_UViG_2703718957_000001|2703718957|2703753356|60796-99376","Host-associated;Birds;Integumentary system;Skin","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni",NA,NA,"Lytic",0.504995004995005,0.0170255681311858,"D10","HFD","HFD_D10",4836085,NA,50,10.3389415198451,"Campylobacter_D","NODE_35751_length_1052_cov_4.4","NODE_35751_length_1052_cov_4.4"
"NODE_3579_length_3466_cov_4.713574||full","L1HGH010569","IMGVR_UViG_3300045988_058990|3300045988|Ga0495776_012319","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Crassvirales;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",NA,NA,"Lytic",0.500799200799201,0.0211828262286647,"D14","CON","CON_D14",7575629,NA,178,23.4963987808801,"Parabacteroides","NODE_3579_length_3466_cov_4.71","NODE_3579_length_3466_cov_4.71"
"NODE_359_length_10285_cov_5.598143||full","L1HGH010567","IMGVR_UViG_2895274309_000009|2895274309|2895274460|5757-51336","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",NA,NA,"Lytic",0.501998001998002,0.0246340358390751,"D14","CON","CON_D14",9815966,NA,637,64.8942753061696,"Duncaniella","NODE_359_length_10285_cov_5.59","NODE_359_length_10285_cov_5.59"
"NODE_3594_length_4143_cov_3.583904||full","L1HGH010565","IMGVR_UViG_2895274309_000001|2895274309|2895274472","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",NA,NA,"Lytic",0.512987012987013,0.0192174662396386,"D10","CON","CON_D10",12598477,NA,168,13.3349451683723,"Duncaniella","NODE_3594_length_4143_cov_3.58","NODE_3594_length_4143_cov_3.58"
"NODE_3597_length_3452_cov_3.276715||full","L1EHE1100158","IMGVR_UViG_3300029815_000035|3300029815|Ga0244882_1000974","Host-associated;Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;",NA,NA,"Lytic",0.503596403596404,0.0264478793076107,"D18","HFD","HFD_D18",5825360,NA,138,23.6895230509359,"Collinsella","NODE_3597_length_3452_cov_3.27","NODE_3597_length_3452_cov_3.27"
"NODE_35978_length_1378_cov_3.520030||full","L1HGH010561","IMGVR_UViG_2837005551_000006|2837005551|2837005554|1743706-1778574","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",NA,NA,"Lytic",0.504895104895105,0.0119646792580059,"D0","CON","CON_D0",5555870,NA,96,17.2790220073544,"Duncaniella","NODE_35978_length_1378_cov_3.5","NODE_35978_length_1378_cov_3.5"
